id,title,relaxed,excited,loneliness,depression,annoyance,regret,unfairness,fear,stress,worry
790,예뻐졌다 (Feat. 지코 Of Block B),2.61,24.98,4.72,7.69,26.22,3.1,9.04,5.22,10.59,5.83
791,혜화동 (혹은 쌍문동),2.48,4.89,6.96,12.07,3.04,17.15,2.55,6.99,20.49,23.4
792,Don`t Cry,9.06,8.31,10.66,6.88,3.82,11.21,23.02,2.6,11.19,13.24
793,4시 44분 (feat. 휘인 of 마마무),3.38,16.76,2.52,3.93,10.17,22.75,11.73,2.72,23.19,2.85
794,봄 (feat. 산다라박),4.27,12.63,22.5,8.17,6.41,14.86,1.49,13.01,5.3,11.36
795,YOU AND I,10.83,21.58,6.23,4.43,15.91,11.78,3.08,14.87,5.05,6.24
796,도레미파솔 (Feat. 창모),22.32,22.93,1.78,1.85,4.21,6.25,4.77,21.1,11.85,2.94
797,all of my life,8.08,5.03,14.01,16.4,2.76,20.77,9.53,3.11,17.38,2.93
798,노력,1.14,14.27,6.97,13.81,2.59,19.54,18.02,11.46,11.3,0.9
799,기다리지 말아요,20.82,4.82,1.22,1.27,10.83,17.2,4.22,15.38,3.32,20.91
800,All The Way Up (K),23.65,18.56,1.68,4.24,4.15,16.83,5.38,2.66,12.91,9.94
801,"All I Wanna Do (K) (Feat. Hoody, Loco)",6.27,26.9,6.25,5.33,11.94,8.7,4.73,9.44,8.8,11.64
802,SOLO (Feat. Hoody),7.19,17.39,19.89,2.88,0.84,2.45,3.62,19.48,6.65,19.6
803,DRIVE (Feat. 그레이 (GRAY)),24.67,21.66,6.34,2.77,11.41,4.67,5.85,5.27,14.57,2.79
804,GANADARA (Feat. 아이유),17.26,2.23,0.22,15.55,3.19,16.62,14.66,3.98,17.17,9.12
805,EL TORNADO,4.99,20.11,3.47,24.74,6.53,1.99,20.3,2.28,13.06,2.53
806,몽중인,12.95,4.31,11.4,0.84,6.62,14.2,19.7,19.51,8.5,1.98
807,하비샴의 왈츠 (Miss Havishams Waltz),26.14,4.37,1.98,8.37,4.97,10.58,5.72,26.32,6.2,5.35
808,미안해,4.49,7.46,15.87,25.78,4,21.16,9.57,2.89,6.16,2.62
809,손해,3.78,16.19,1.45,25.21,4.39,3.9,13.13,3.11,25.29,3.54
810,꿈에,9.81,20.32,8.24,20.05,10.02,15.84,5.67,2.26,4.22,3.56
811,Mermaid (인어공주) (R&B Ver.),13.93,20.41,1.79,20.08,0.42,20.47,4.69,3.06,2.01,13.14
812,April Fools (0401),3.92,8.53,22.26,2.4,9.46,22.62,9.44,6.89,12.52,1.95
813,미스터리 (Feat. San E),18.28,24.11,2.66,1.76,7.53,7.28,6.15,14.61,4.18,13.45
814,어머님이 누구니 (Feat. Jessi Of Lucky J),5.96,26.8,10.16,2.65,10,2.58,2.34,11.72,7.73,20.06
815,"FEVER (Feat. 수퍼비, 비비 (BIBI))",1.68,16.63,1.97,3.39,14.12,19.51,11.98,13.07,1.28,16.36
816,When We Disco (Duet with 선미),17,23.87,10.88,2.33,3.33,23.72,6.71,1.85,2.63,7.68
817,INTRO (Feat. 박재범),21.12,16.17,2.35,3.28,1.19,18.98,1.06,8.93,14.41,12.52
818,사랑한 후에,1.48,12.94,18.43,18.75,1.39,19.25,1.29,13.98,11.13,1.36
819,친구라는 건 (with 김범수),23.62,24.23,3.08,1.32,9.17,4.74,1.95,20.91,3.58,7.4
820,추억은 사랑을 닮아,0.5,3.88,18.01,21.54,1.71,21.76,19.59,6.35,4.66,2.02
821,좋은 사람,9.11,13.39,5.07,22.53,2.87,23.28,2.76,2.76,14.26,3.95
822,바보,9.61,2.38,17.07,18.13,0.6,7.96,7.6,15.45,16.71,4.49
823,눈의 꽃,5.2,14.75,7.93,26.12,2.88,4.89,3.24,12.12,8.91,13.97
824,야생화,1.58,15.02,15.67,24.98,6.44,19.69,5.75,2.58,4.94,3.35
825,Dynamite,12.49,13.42,2.87,4.21,11.49,1.79,5.35,12.65,13.26,22.46
826,Euphoria,10.52,16.33,16.43,14.59,0.28,2.86,1.15,18.3,6.48,13.06
827,DNA,20.9,25.49,4.9,16.6,1.47,6.82,10.14,3.87,3.4,6.42
828,고민보다 GO,2.48,24.14,1.89,4.39,17.5,1.07,8.19,7.41,23.48,9.44
829,FAKE LOVE,13.97,13.57,5,13.61,2.26,16.55,2,0.49,10.9,21.65
830,작은 것들을 위한 시 (Boy With Luv) feat. Halsey,20.46,21.9,0.97,2.55,4.84,1.47,1.64,15.65,9.36,21.15
831,피 땀 눈물,2.79,21.18,12.15,7.85,14.99,0.5,19.62,3.59,16.1,1.23
832,봄날,1.1,3.18,14.33,23.55,2.28,19.25,4.71,4.77,21.63,5.2
833,Not Today,20.41,23.75,2.72,7.97,2.59,8.85,1.32,3.32,7.97,21.1
834,I NEED U,14.64,10.78,18,22.22,2.83,21.58,2.88,1.34,4.17,1.56
835,쩔어,18.69,25.36,3.68,6.97,4.46,11.79,4.05,4,16.08,4.92
836,RUN,2.72,14.28,6.27,16.16,4.6,20.83,9.5,2.96,1.58,21.09
837,눈물샤워 (Feat. 에일리),3.03,5.18,6.17,26.1,6.24,20.2,10.17,8.88,8.97,5.06
838,닥쳐줘요 (Feat. 솔지 Of EXID),2.72,2.83,3.37,12.12,23.16,21.32,2.51,1.45,21.8,8.72
839,소년점프 (Feat. 화사 Of 마마무),2.08,3.58,1.45,22.15,9.86,21.48,2.95,0.79,21.52,14.14
840,느린노래,6.29,6.28,2.56,24.89,3.28,13.32,11.38,3.87,3.89,24.24
841,머물러요,0.84,15,17.72,22.61,3.46,15.96,15.44,2.32,5.57,1.08
842,이럴거면 그러지말지 (Feat. 영현),7.55,8.59,17.52,12.84,7.81,23.71,2.89,2.77,12.21,4.11
843,스며들기 좋은 오늘,19.23,11.73,3.24,16.37,0.89,11.07,1.32,3.48,15.88,16.79
844,Bye bye my blue,2.12,8.93,0.83,19.24,19.39,9.26,11.54,2.38,22.58,3.73
845,Zero,25.39,24.04,3.16,3.21,5.75,4.13,8.31,2.64,12.58,10.79
846,Popo (How deep is our love?),17.86,16.13,13.49,14.02,1.03,2.71,0.38,8.74,13.29,12.34
847,Square (2017),22.5,5.49,3.36,10.39,2.3,3.34,10.7,11.62,9.13,21.17
848,310,3.93,17.57,4.63,9.14,19.32,2.15,4.17,21.24,16.81,1.04
849,Blue,2.48,7.48,4.82,20.39,5.24,8.59,23.6,4.41,19.19,3.79
850,우주를 건너,15.22,13.76,4.56,13.85,0.24,10.34,13.28,13.19,0.31,15.15
851,As I am,3.3,13.49,12.23,13.01,1.37,6.36,5.76,10.24,13.52,20.72
852,혼자 두지 마,0.96,2.99,12.47,26.3,12.44,10.2,7.56,3.2,18.88,5
853,잠들고 싶어 (zZ),11.39,16.11,1.07,2.41,11.22,14.17,6.38,16.97,18.28,2
854,That`s Why,19.13,18.67,11.47,20.85,7.08,1.16,1.24,11.04,5.13,4.23
855,Love you on Christmas,25.31,3.46,5.9,14.06,5.4,19.23,3.75,8.34,6.94,7.62
856,November song,24.01,3.51,9.66,10.65,11.25,4.33,8.89,10.07,11.57,6.01
857,야간비행,24.52,13.52,11.19,3.11,6.22,23.89,4.54,7.7,2.47,3.11
858,그건 아마 우리의 잘못은 아닐 거야,6.13,6.74,1.62,14.94,6.48,1.11,1.41,16.38,22.31,22.87
859,Dear my blue,14.21,21,2.22,23.67,6.97,10.04,3.12,3.65,9.86,5.24
860,내가 날 모르는 것처럼 (Feat. 카더가든),3.36,16.8,2.59,3.43,16.52,19.19,11.58,19.86,4.63,2.04
861,지켜줄게,3.07,23.97,6.94,2.48,21.31,5.58,4.73,7.85,22,2.06
862,내가 날 모르는 것처럼 (2019 ver.),3.36,16.8,2.59,3.43,16.52,19.19,11.58,19.86,4.63,2.04
863,"다시 난, 여기",3.76,26.29,7.34,16.68,8.05,12.02,8.51,6.61,4.19,6.56
864,아주 오래된 기억,15.6,6.79,8.05,11.69,1.26,7.18,16.14,18.9,8.26,6.12
865,어느 새(디깅클럽서울 Ver.),1.99,15.4,3.45,24.3,7.84,21.56,2.08,5,13.3,5.08
866,Hate you,4.03,15.48,3.38,1.5,20.23,4.57,11.02,20.51,18.23,1.04
867,415,15.53,19.63,3.35,9.14,4.08,7.02,23.87,1.21,4.51,11.67
868,너머 (The Other Side),3.36,11.59,9.86,27.07,8.24,15.26,3.81,4.91,11.4,4.5
869,목소리 (Feat. 개리 Of 리쌍) ,3.72,1.81,19.82,15.71,4.2,21.33,0.89,21.12,7.15,4.24
870,총맞은것처럼,4.77,13.93,2.15,17.84,12.76,22.6,3.57,11.69,6.86,3.82
871,사랑안해,4.76,2.86,5.16,7.65,8.36,16.02,1.94,21.6,15.34,16.29
872,잊지말아요,1.5,7.55,22.09,19.78,5.36,21.26,1,3.15,7.91,10.41
873,UN Village,16.97,22.47,2.17,5.6,1.5,14.8,1.58,5.09,7.4,22.41
874,여수 밤바다,15.64,8.54,25.29,2.71,24.01,8.34,2.71,2.67,6.79,3.31
875,정류장,1.25,7.76,15.02,1.47,14.96,16.71,1.01,13.19,14.71,13.92
876,나에게로 떠나는 여행,24.89,25.1,5.94,17.76,1.22,12.83,3.42,1.72,3.36,3.76
877,"너의 뒤에서 (Feat. 수란 (SURAN), 로꼬)",20.28,25,4.45,16.5,2.33,4.67,2.34,4.32,6.9,13.22
878,Stand Up (Feat. 마마무),7.18,23.26,8.74,9.98,6.07,4.69,4.28,14.28,6.06,15.46
879,열애중,13.1,1.47,22.53,13.94,5.04,22.13,8.39,1.45,10.31,1.65
880,안갯길 (Prod. By 진영(B1A4)),11.97,14.59,3.7,21.68,1.43,22.3,3.07,8.91,1.57,10.79
881,오늘은 가지마,10.27,21.52,10.14,5.18,1.17,21.05,2.73,10.59,10.31,7.04
882,"사라질것들 (Feat. 이소라, Beenzino)",9.53,7.24,19.6,12.23,1.87,14.27,1.58,3.65,17.3,12.74
883,Better,8.97,12.36,4.33,1.06,15.61,18.45,1.06,20.13,10.03,8.01
884,Feedback (Feat. 넉살),9.03,7.19,4.62,4.43,27.11,3.35,4.2,8.65,27.89,3.52
885,Kiss My Lips,3.43,3.41,22.43,15.75,3.5,5.18,13.84,12.84,6.73,12.88
886,No Matter What,21.43,25.21,6.25,2.1,12.06,19.04,4.14,3.61,2.78,3.39
887,"ONE SHOT, TWO SHOT",22.16,23.25,1.85,5.45,9.39,2.05,1.73,9.76,3.1,21.26
888,Who Are You (Feat. 개코),14.11,18.2,4.6,8.42,0.81,17.38,4.97,10.95,2.74,17.8
889,Smash,15.26,26.92,5.53,5.24,6.8,17.48,4.83,5.34,4.07,8.53
890,Double Jack (Feat. 에디킴),15.28,11.73,7.74,9.29,6.6,6.4,5.91,24.78,8.3,3.98
891,Home,9.07,13.54,1.04,17.2,0.82,18,1.37,5.86,14.78,18.32
892,Green Light,24.69,24.98,2.75,19.53,0.6,14.73,3.04,0.61,2.93,6.15
893,LOOKIN` (Feat. The Quiett),20.99,20.5,7.6,9.73,5.79,4.99,0.91,8.95,16.48,4.06
894,My Name,1.85,13.26,17.75,18.55,2.93,1.98,3.14,15.9,20.87,3.77
895,No.1,9.59,24.58,11.85,22.26,3.44,17.03,2.71,2.41,3.06,3.07
896,Only One,7.51,16.22,3.85,20.53,0.78,21.16,1.6,3.54,10.38,14.42
897,그런 너 (Disturbance),3.5,7.98,7.6,25.52,2.55,6.54,2.68,16.81,17.04,9.78
898,Spark,4.29,23.06,4.18,1.22,24.49,2.06,9.87,5.8,11.53,13.5
899,아틀란티스 소녀 (Atlantis Princess),3.31,20.56,8.39,17.56,5.88,12.95,0.41,0.58,20.49,9.74
900,나무 (Tree),3.34,8.58,20.25,28,7.91,4.88,7.22,5.97,5.44,8.4
901,네모난 바퀴 (Hope),5.35,13.51,20.16,4.66,19.87,22.35,6.07,1.37,3.19,3.47
902,Milky Way,11.82,26.49,5.97,16.25,2.9,13.87,7.29,3.85,6.01,5.56
903,Game,5.75,25.98,9.59,4.81,23.01,9.04,2.49,3.78,11.06,4.5
904,#첫사랑,2.5,2.73,2.68,2.43,21.97,10.71,20.33,21.21,12.7,2.73
905,Dejavu,3.13,21.61,7.24,7.34,5.72,6.55,23.15,1.47,8.69,15.09
906,Love Letter,3.28,25.02,4.38,23.2,7.64,11.15,2.43,7.68,6.08,9.13
907,Love story,19.97,23.45,5.88,16.73,1.91,15.86,1.4,2.56,9.13,3.11
908,My Trouble,3.6,23.22,2.93,4.43,18.9,4.7,23.61,3.37,7.68,7.56
909,New York,16.41,25.52,7.81,7.22,2.9,6.45,3.07,16.9,6.43,7.28
910,나들이 갈까,11.1,15.36,5.37,14.02,1.48,20.58,13.11,1.6,1.44,15.95
911,나비와 고양이 (Feat. 백현),20.37,20.57,2.98,9.86,0.44,2.22,5.01,2.09,19.78,16.68
912,나비효과,19.04,15.21,1.79,16.54,1.02,15.74,1.41,2.29,6.93,20
913,남이 될 수 있을까,2.34,11.63,5.88,19.42,0.72,20.17,7.31,13.02,0.95,18.55
914,드림,2.76,16.3,8.48,25.58,5.13,25.51,3.01,2.67,4.37,6.18
915,바람사람,25.15,18.14,8.4,4.34,4.96,19.3,1.76,6.75,3.23,7.97
916,빈칸을 채워주시오,22.64,26.54,4.58,14.2,3.29,9,7.26,2.98,4.2,5.32
917,빨간 립스틱,2.01,12.94,5.31,4.28,24.79,1.2,8.21,15.21,19.79,6.25
918,썸 탈꺼야,18.63,15.01,14.09,7.76,3.58,0.62,1.71,18.2,16.31,4.08
919,아틀란티스 소녀 (Atlantis Princess),20.89,13.95,9.97,3.93,3.78,9.71,0.39,0.92,20.88,15.56
920,우주를 줄게,18.66,18.43,15.27,22.48,1.35,9.64,3.71,4.75,1.82,3.89
921,워커홀릭,5.43,23.47,6.37,7.45,22.37,21.06,1.26,2.46,6.7,3.42
922,좋다고 말해,1.75,20.83,4.43,3.86,21.95,10.71,2.54,9.84,11.38,12.71
923,처음부터 너와 나,21.39,6,4.3,4.66,2.95,19.89,1.59,16.5,18.77,3.96
924,6 o`clock,16.95,17.96,1.87,10.08,1.66,13.6,3.81,3.91,8.21,21.94
925,25,14.71,18.15,19.26,12.59,1.04,4.07,0.69,3.22,18.82,7.45
926,Blue,1.7,1.52,12.66,19.24,6.53,15.5,4.41,20.24,7.46,10.74
927,Dancing Cartoon,8.12,24.01,2.1,6.47,3.84,22.63,17.16,2.83,8.55,4.29
928,"나만, 봄",2.87,1.7,19.99,5.93,19.42,5.35,0.46,12.49,14.22,17.57
929,너는 내 세상이었어,12.52,6.68,17.08,24.41,1.36,20.11,2.63,4.75,6.75,3.69
930,싸운날,12.66,12.48,7.13,6.25,8.58,21.55,6.22,15.89,5.85,3.39
931,여행,8.52,24.09,3.71,9.36,2.97,20.07,1.73,7.51,3.79,18.26
932,품,11.49,27.19,4.77,3.65,13.67,10.15,6.89,5.62,5.05,11.53
933,XX,5.25,3.78,20.4,10.65,3.24,24.67,15.65,7.22,7.75,1.39
934,You(=I),1.8,23.7,3.42,23.46,7.27,14.37,5.29,3.21,13.79,3.7
935,고쳐주세요,2.49,3.42,5.36,23.95,2.4,10.64,3.3,19.61,12.35,16.48
936,별 보러 갈래?,19.28,20.7,1.08,8.11,15.43,3.35,1.81,3.74,13.91,12.58
937,아름다운 건,22.46,26.49,7.43,5.86,3.85,13.15,3.73,5.83,7.54,3.66
938,야경,19.77,27.72,6.42,9.56,7,6.38,3.93,7.59,4.06,7.56
939,In the mirror,2.57,5.12,1.24,20.22,11.82,20.61,2.62,4.32,18.78,12.71
940,Seattle Alone,8.99,17.13,15.28,7.6,3.6,22.41,1.94,2.98,14.43,5.64
941,Taste,2.95,8.52,4.56,27.29,2.39,8.39,9.13,6.67,26.3,3.8
942,상상,2.96,5.35,12.42,4.34,19.32,20.49,2.84,17.41,13.81,1.06
943,심술,1.62,14.84,4.42,10.25,25.73,9.38,13.76,6.45,6.8,6.75
944,"안녕, 곰인형",19.33,18.33,2.14,8.84,2.13,17.24,5.43,7.57,15.36,3.63
945,카운슬링,2.35,19.44,0.67,11.54,21.01,1.72,9.74,2.46,19.8,11.28
946,Clip,18.88,16.19,2.94,3.37,10.56,13.64,4.28,21.55,6.84,1.75
947,Mermaid,4.54,3.63,4.94,10.12,5.8,22.2,6.44,18.88,5.64,17.82
948,나만 안되는 연애,3.22,8.36,24.24,3.71,12.53,16.3,8.25,9.81,9.82,3.76
949,나의 사춘기에게,1.82,4.27,3.05,10.87,11.72,21.22,4.68,20.51,19.49,2.37
950,낮 (Day off),1.76,9.3,20.17,2.02,3.1,13.43,4.63,15.38,17.21,13
951,민들레,3.69,20.21,7.53,23.55,4.96,23.82,1.46,1.58,5.73,7.48
952,별,1.45,19,19.23,23.32,2.85,5.88,13.18,4.27,7.68,3.14
953,Lonely,3.19,3.86,8.95,17.88,17.54,19.65,0.44,0.36,10.9,17.22
954,XX (Acoustic Ver.),3.24,5.25,14.65,13.78,20.4,24.67,5.65,3.22,7.75,1.39
955,초콜릿,4.92,24.95,10.05,6.7,20.42,8.88,5.62,1.88,14.43,2.12
956,프리지아,10.89,27.15,4.67,8.8,4.2,9.67,4.5,10.83,9.47,9.82
957,X Song,6.4,9.58,15,22.59,5.89,24.43,3.46,2.33,6.6,3.72
958,사랑에 빠졌을 때,3.09,7.87,1.82,2.88,22.12,17.08,4.62,16.88,21.67,1.97
959,Seoul,11.65,23.5,14.3,7.68,7.05,22.44,1.03,1.98,6.18,4.19
960,2019년 겨울 첫눈으로 만든 그댈 2020년 눈으로 다시 만들 순 없겠지만,2.76,10.7,5.28,18.48,16.32,10.24,4.14,6.39,14.28,11.41
961,Kill Bill,6.25,5.05,9.94,9.49,24.71,6.9,7.48,5.76,17.67,6.76
962,한 여름 밤의 꿈,23.45,25.33,5.97,13.18,2.39,15.72,2.16,2.29,6.29,3.22
963,어쩌다,2,4.45,19.12,18.83,4.71,22.65,6.47,1.2,16.61,3.97
964,My Style (Hidden Track),20.4,3.84,5.33,0.83,17.23,2.28,10.16,20.63,8.24,11.05
965,내가 날 버린 이유,5.93,6.72,7.2,9.28,8.29,24.35,3.11,7.59,22.75,4.79
966,Sixth Sense,21.96,11.1,0.81,1.72,10.37,6.25,2.5,17.09,5.8,22.4
967,Glam Girl,11.14,21.57,2.14,5.44,2.36,14.86,1.42,20.49,1.44,19.12
968,Abracadabra,7.35,20.11,10.49,3.69,19.05,23.11,3.5,2.17,6.79,3.74
969,Candy Man,5.6,21.77,3,2.34,19.82,17.13,22.2,1.23,2.32,4.58
970,Sign,7.11,12.03,1.64,12.37,6.43,0.56,17.04,20.57,4.53,17.74
971,잠에 취해,4.49,7.97,14.69,28.35,5.06,6.64,5.99,3.83,12.9,10.07
972,다가와서,1.3,2.7,9.07,15.49,10.22,21.6,5.81,9.23,22.18,2.39
973,클렌징크림,1.82,14.21,2.93,2.97,21.94,5.1,19.76,20.57,9.12,1.6
974,롤린 (Rollin`),7.88,19.52,1.2,2.6,7.38,16.81,8.89,20.37,1.68,13.68
975,운전만해 (We Ride),11.47,3.7,20.54,3.97,4.81,17.46,1.9,9.37,18.98,7.81
976,치맛바람 (Chi Mat Ba Ram),15.04,21.11,3.16,16.06,4.02,6.61,0.68,5.07,9.76,18.48
977,Pool Party (Feat. 이찬 of DKB),13.5,24.31,6.67,2.2,21.81,2.18,2.75,7.06,12.41,7.11
978,Toy,2.78,4.63,16.79,2.37,2.11,17.76,19.07,3.56,10.89,20.04
979,사랑이었다 (Song By 태일),0.32,0.33,16.83,20.3,3.33,7.32,20.18,5.97,19.92,5.5
980,HER,5.39,27.35,8.35,8.41,13.1,13.75,4.59,7.68,5.87,5.52
981,JACKPOT,10.39,23.67,4.35,2.91,13.24,9.35,10.36,3.73,0.92,21.1
982,Very Good,12.27,20.6,2.59,9.12,13.76,0.56,1.91,2.38,20.9,15.91
983,YESTERDAY,3.45,20.56,8.47,4.13,25.08,10.84,10.87,5.62,9.09,1.89
984,Downtown Baby,7.97,20.46,12.05,3.06,18.58,7.43,0.25,11.18,11.5,7.53
985,쉬가릿,21.56,12.29,0.48,3.18,14.02,1.32,20.47,6.53,3.14,16.73
986,신경쓰여,20.32,20.63,11.96,0.51,2.17,2.67,6.61,21.29,7.75,6.08
987,PADO,12.12,23,6.1,4.28,8.94,13.51,6.7,0.85,11.95,12.56
988,모토스피드 24시,13.48,12.89,0.61,17.93,2.56,10.94,1.15,5.2,19.23,16.02
989,WHY Y (Feat. Tiger JK),1.47,15.51,5.86,4.14,2.16,18.74,18.8,23.48,7.38,2.45
990,우리가 헤어져야 했던 이유,12.73,17.44,4.85,18.7,4.51,23.57,4.55,3.35,7.08,3.23
991,난,4.83,12.53,21.1,26.56,2.88,7.89,4.13,3.95,10.8,5.33
992,비누,2.92,12.29,6.93,9.01,24.04,4.36,25.11,5.36,6.1,3.88
993,사랑의 묘약,20.77,21.62,2.4,3.32,0.95,11.15,11.76,9.8,6.65,11.58
994,나비,23.82,20.52,1.78,15.84,3.42,8.33,2.7,1.88,8.29,13.42
995,Give More Care Less,16.39,1.74,9.27,5.15,24.42,11.67,19.31,2.47,1.8,7.77
996,Pretty Ting (Feat. 김승민),11.87,13.2,0.37,10.08,3.76,19.63,4.72,2.15,17.93,16.28
997,Fedexx Girl (Feat. 창모),18.16,21.71,3.58,3.33,9.9,3.96,0.5,10.15,8,20.71
998,사장님 도박은 재미로 하셔야 합니다,6.1,20.38,7.74,3.68,2.06,13.98,3.56,16.7,2.36,23.44
999,"아주, 천천히",24.47,8.8,5.68,23.8,2.41,8.87,4.32,16.14,2.6,2.91
1000,안녕히,21.47,21.24,2.31,20.02,1.48,4.52,0.66,1.49,9.42,17.38
1001,Umm… Life,7.02,13.95,2.06,19.4,18.22,4.4,6.19,18.88,7.91,1.97
1002,BAD SAD AND MAD,2.74,21.26,1.55,20.33,21.45,8.88,1.03,5.98,6.03,10.75
1003,피리 (PIRI the dog),18.49,19.9,2.06,1.86,4.51,13.25,1.84,20.75,13.35,3.98
1004,Birthday Cake,12.7,12.98,1.8,18.75,0.57,6.16,6.63,5.57,20.23,14.61
1005,인생은 나쁜X,20.27,4.02,1.61,0.53,0.97,5.26,11.31,18.05,20.63,17.35
1006,자국,7.86,7.03,3.87,6.16,17.92,19.48,3.35,4.21,26.11,4.01
1007,Bad Girl,11.83,16.58,9.53,11.08,0.96,16.39,2.39,5.45,9.72,16.09
1008,Fiction,3.6,9.47,12.86,8.24,17.74,19.79,8.49,5.32,13.71,0.79
1009,Shadow (그림자),2.82,20.52,23.88,23.32,3.01,7.7,3.06,2.19,10.67,2.83
1010,아름다운 밤이야,23.6,26.91,8.64,12.8,3.93,8.83,2.18,3.21,4.87,5.03
1011,Shock,4.77,7.53,17.99,22.77,2.86,16.11,1.44,11.21,9.33,5.99
1012,숨,2,11.05,14.48,25.69,4.16,17.29,5.43,2.79,11.12,5.99
1013,비가 오는 날엔,2.69,3.97,13.34,20.2,12.82,25.18,10.67,3.14,2.12,5.86
1014,배반,8.77,17.44,8.12,17.22,2.94,24.31,5.13,3.86,6.89,5.3
1015,연,5.44,17.54,2.71,20.82,1.2,21,2.42,8.77,2.28,17.81
1016,거부,2.12,5.59,2.53,7.83,23.27,23.05,20.19,2.56,9.87,2.98
1017,Break Away,0.85,2.15,17.26,11.44,1.73,8.31,9.22,18.79,21.98,8.27
1018,체념,12.57,4.25,11.4,7.37,1.23,19.41,3.61,11.62,19.59,8.96
1019,하루만 더,2.99,6.12,13.51,26.12,3.35,26.2,5.3,2.11,6.64,7.66
1020,CAFE,11.58,9.85,16.17,11.65,1.43,20.23,1.19,3.22,18.91,5.76
1021,"GOTT (Feat. MOON, 우원재 & Jvcki Wai)",3.54,22.4,6.82,5.52,16.26,13.56,0.67,5.68,19.92,5.62
1022,맘 편히 (Comfortable),27.88,27.79,2.34,9.32,5.28,4.22,6.86,3.39,9.27,3.64
1023,NO눈치 (Feat. Crush),21.16,23.28,2.87,12.68,5.72,4.5,2.9,5.66,2.94,18.3
1024,MAMA DON`T WORRY,1.37,5.88,5.61,24.73,5.82,6.98,2.19,6.53,20.57,20.3
1025,Who Are You,26.1,5.49,6.06,15.79,1.29,6.36,2.45,2.41,7.91,26.14
1026,Sherlock.셜록 (Clue+Note),17.6,22.28,20.44,9.96,11.43,2.34,2.14,2.88,7.85,3.09
1027,Ring Ding Dong,9.16,24.72,4.55,4.1,24.31,3.41,3.68,18.76,2.02,5.31
1028,JoJo,12.21,9.09,9.14,5.57,3.34,14.62,8.81,18.38,15.06,3.78
1029,Dream Girl,0.49,19.6,2.42,14.37,12.39,18.81,9.49,3.07,8.84,10.51
1030,아름다워 (Beautiful),19.51,24.5,3.41,24.82,3.53,7.62,4.63,4.59,2.29,5.1
1031,혜야 (Y Si Fuera Ella),18.6,20.7,2.56,16.18,1.82,22.27,3.82,4.84,6.37,2.84
1032,Everybody,11.99,24.77,5.32,4.8,7.51,14.26,1.73,17.5,3.52,8.6
1033,줄리엣 (Juliette),4.36,1.85,1.61,15.41,19.53,6.31,2.44,11.46,14.84,22.19
1034,차라리 때려 (Hit Me),1.98,6.8,3.11,10,5.62,6.04,14.14,23.12,8.79,20.41
1035,"잠꼬대 (Please, Don`t Go)",9.59,21.6,17.02,22.8,2.19,15.13,3.75,3.38,2.39,2.16
1036,View,10.53,26.06,7.53,12.4,3.6,16.46,11.66,4.29,2.64,4.83
1037,누난 너무 예뻐 (Replay),16.63,23.24,1.27,9.64,2.19,15.36,6.43,7,11.01,7.23
1038,Real,11.92,23.38,7.49,1.6,15.39,19.83,2.62,6.49,1.96,9.32
1039,미친놈 (Feat. 제시),3.09,21.13,8.24,11.82,17.3,22.47,2.6,5.21,5.9,2.24
1040,"사랑, 결코 시들지 않는...",4.67,13.23,2.17,17.63,14.58,22.35,4.07,9.56,5.68,6.07
1041,사슬,5.91,8.84,4.98,18.34,2.75,23.42,3.34,9.76,16.92,5.74
1042,All For You,15.5,10.41,1.25,3.39,3.26,19.41,18.07,18.88,4.61,5.21
1043,헤어지자,1.79,10.32,15.52,25.77,5.99,22.48,3.97,4.6,4.86,4.68
1044,잘가요 로맨스,2.75,5.3,22.61,17.67,1.36,10.18,15.11,6.94,1.74,16.35
1045,나를 사랑해줘 (Feat. 개코 Of 다이나믹 듀오),20.97,23.32,3.17,13.09,0.85,12.21,3.99,4.39,2.62,15.39
1046,Don`t Say No,15.97,14.83,8.32,11.36,2.03,23.55,7.3,5.43,7,4.21
1047,Hello (Feat. 에릭남),6.31,26.48,9.31,17.24,5.02,12.49,4.85,7.01,5,6.29
1048,보름달 (Feat. Lena),16.61,18.23,1.59,8.39,1,10.26,0.99,18.08,12.66,12.17
1049,가시나,5.63,16.94,11.93,12.62,0.4,16.51,23.53,0.92,0.72,11.8
1050,사이렌 (Siren),8.53,11.87,3.41,2.23,12.35,16.09,3.54,22.64,6.87,12.48
1051,Black Pearl,5.94,20.35,2.79,3.99,2.49,16.83,17.85,20.71,5.79,3.26
1052,꼬리 (TAIL),5.88,5.95,1.63,2.8,11.11,16.83,5.45,16.91,20.96,12.48
1053,날라리 (LALALAY),5.49,25.51,1.66,0.94,12.64,9.05,19.32,4.5,6.66,14.22
1054,누아르 (Noir),15.27,16.82,3.12,3.53,11.32,14.73,2.29,11.52,18.38,3.01
1055,보라빛 밤 (pporappippam),21.93,4.41,14.76,0.5,7.07,2.08,7.52,23.75,3.49,15.48
1056,열이올라요 (Heart Burn),22.3,21.27,0.89,10.06,3.28,3.89,4.22,9.54,17.98,6.57
1057,주인공,13.96,7.6,5.52,2.34,14.53,2.48,24.26,3.23,24.35,1.74
1058,고양이 (Feat. 아이유),18.34,16.44,0.69,12.93,16.99,12.85,3.69,7.44,2.68,7.96
1059,봄처녀,19.24,16.82,6.98,1.79,18.5,13.03,7.48,8.16,7.29,0.69
